"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"22345";2335;"";"";"Otwarta 4 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"inst.wewnêtrzna";"2015-07-09";"22678/15";"4484/15";"2015-08-25";2015;7;"2015-07-01";34;"2015_07";"Lato";17,0300434;51,1193685
"22346";2336;"";"";"Moœcickiego Ignacego  51 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2015-07-24";"24531/15";"4485/15";"2015-08-25";2015;7;"2015-07-01";23;"2015_07";"Lato";17,095852;51,0509589
"22347";2337;"";"";"Daszyñskiego Ignacego  70  ";"bud.o trzech i wiêcej mieszkaniach";"montaz instalacji gazowej";"inst.wewnêtrzna";"2015-07-16";"23581/15";"4487/15";"2015-08-25";2015;7;"2015-07-01";29;"2015_07";"Lato";17,05712;51,122972
"22348";2338;"";"";"Przybyszewskiego Stanis³awa  27 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa poddasza w budynku wielorodzinnym";"przebudowa";"2015-06-12";"19182/15";"4488/15";"2015-08-25";2015;6;"2015-06-01";53;"2015_06";"Lato";17,0606489;51,1363835
"22349";2339;"";"";"Skargi Piotra Ks.  22 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu us³ugowo-handlowego w budynku mieszkalno-us³ugowym";"remont";"2015-07-17";"23748/15";"4490/15";"2015-08-25";2015;7;"2015-07-01";28;"2015_07";"Lato";17,0385075;51,1059573
"22350";2340;"";"";"S³owiñców  56 ";"bud.mieszkalne jednorodzinne";"przebudowa budynku jednorodzinnego";"przebudowa";"2015-08-21";"27735/15";"4491/15";"2015-08-25";2015;8;"2015-08-01";3;"2015_08";"Lato";16,9707197;51,057264
"22351";2341;"";"";"Moœcickiego Ignacego  50 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-07-24";"24532/15";"4494/15";"2015-08-25";2015;7;"2015-07-01";23;"2015_07";"Lato";17,0955882;51,0511329
"22352";2342;"";"";"Cha³ubiñskiego Tytusa 1 ";"bud.szkó³ i instytucji badawczych";"przebudowa sali wykladowej wraz z klatk¹ schodow¹ i zapleczem sanitarnym w budynku katedry i kliniki dermatologii ,wenerologii,i alergologii";"przebudowa";"2015-06-08";"18517/15";"4495/15";"2015-08-25";2015;6;"2015-06-01";57;"2015_06";"Lato";17,0665274;51,1099661
"22353";2343;"";"";"Koreañska 59   ";"bud.mieszkalne jednorodzinne";"przebudowa domu jednorodzinnego";"przebudowa";"2015-06-26";"20907/15";"4496/15";"2015-08-25";2015;6;"2015-06-01";43;"2015_06";"Lato";17,083129;51,0509549
"22354";2344;"";"";"Chmurna  18 ";"bud.mieszkalne jednorodzinne";"rozbudowa i przebudowa domu jednorodzinnego w zabudowie szeregowej";"przebudowa";"2015-06-15";"19274/15";"4499/15";"2015-08-25";2015;6;"2015-06-01";52;"2015_06";"Lato";17,083872;51,053753
"22355";2345;"";"";"Janowska  ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2015-07-10";"22896/15";"4500/15";"2015-08-25";2015;7;"2015-07-01";33;"2015_07";"Lato";16,9069681;51,1878024
"22356";2346;"";"";"Bednarska  18 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";" ÿÿ";"2015-07-15";"23403/15";"4502/15";"2015-08-26";2015;7;"2015-07-01";31;"2015_07";"Lato";16,95458;51,136446
"22357";2347;"";"";"Haisiga Mariana  10 ";"bud.o dwóch mieszkaniach";"budowa jednorodzinnego budynku mieszkalnego wolno stoj¹cego";"nowe";"2015-07-31";"25450/15";"4505/15";"2015-08-26";2015;7;"2015-07-01";19;"2015_07";"Lato";16,8765564;51,1638614
"22358";2348;"";"";"Henryka Brodatego  10 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnetrznej instalacji gazu i instalacji centralnego ogrzewania";"inst.wewnêtrzna";"2015-08-07";"26262/15";"4512/15";"2015-08-26";2015;8;"2015-08-01";14;"2015_08";"Lato";17,0329634;51,1188004
"22359";2349;"";"";"Murarska 7  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o.dla lokalu";"inst.wewnêtrzna";"2015-06-24";"20584/15";"4513/15";"2015-08-26";2015;6;"2015-06-01";46;"2015_06";"Lato";16,9558091;51,1346838
"22360";2350;"";"";"Piwnika-Ponurego Jana Mjr  97  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o.dla lokalu mieszkalnego";"inst.wewnêtrzna";"2015-07-22";"24287/15";"4514/15";"2015-08-26";2015;7;"2015-07-01";26;"2015_07";"Lato";17,0385376;51,1078852
"22361";2351;"";"";"Czes³awa B³ogos³awionego  ";"ulice i drogi pozosta³e";"przebudowa ulic w celu wyznaczenia drogi rowerowej";"przebudowa";"2015-07-17";"23743/15";"4515/15";"2015-08-26";2015;7;"2015-07-01";29;"2015_07";"Lato";17,0384203;51,1086172
"22362";2352;"";"";"Toruñska 7 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-05-26";"16977/15";"4516/15";"2015-08-26";2015;5;"2015-05-01";67;"2015_05";"Wiosna";17,065677;51,1315359
"22363";2353;"";"";"PrzyjaŸni 8 ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa odcinka osiedlowej sieci ciep³owniczej";"nowe";"2015-07-07";"22401/15";"4517/15";"2015-08-26";2015;7;"2015-07-01";37;"2015_07";"Lato";16,999876;51,0674779
"22364";2354;"";"";"Maja 9  12  ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-06-02";"17962/15";"4518/15";"2015-08-26";2015;6;"2015-06-01";62;"2015_06";"Lato";17,0919483;51,1129395
"22365";2355;"";"";"Koreañska 56A ";"bud.mieszkalne jednorodzinne";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-07-13";"23128/15";"4519/15";"2015-08-26";2015;7;"2015-07-01";33;"2015_07";"Lato";17,084757;51,052259
"22366";2356;"";"";"Cincia³y Andrzeja  11 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-07-23";"24401/15";"4520/15";"2015-08-26";2015;7;"2015-07-01";25;"2015_07";"Lato";17,0537755;51,1254746
"22367";2357;"";"";"Lotnicza  24 ";"bud.handlowo-uslugowe";"przebudowa i remont elewacji budynku us³ugowo-handlowego wraz z budow¹ zadaszenia i boksu na wózki";"przebudowa";"2015-07-03";"22054/15";"4521/15";"2015-08-26";2015;7;"2015-07-01";39;"2015_07";"Lato";16,9705376;51,1291853
"22368";2358;"";"";"Œwidnicka  34 ";"bud.handlowo-uslugowe";"przebudowa dachu budynku";"przebudowa";"2015-06-26";"20885/15";"4522/15";"2015-08-26";2015;6;"2015-06-01";44;"2015_06";"Lato";17,0317961;51,1059532
"22369";2359;"";"";"Bia³oskórnicza  26-27 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-06-23";"20397/15";"4523/15";"2015-08-26";2015;6;"2015-06-01";47;"2015_06";"Lato";17,0274518;51,1117781
"22370";2360;"";"";"Jarociñska  ";"ruroci¹gi gazu sieci rozdzielczej";"przebudowa stacji redukcyjnej gazu";"przebudowa";"2015-06-29";"21244/15";"4524/15";"2015-08-26";2015;6;"2015-06-01";43;"2015_06";"Lato";16,9956012;51,143219
"22371";2361;"";"";"  ";"bud.mieszkalne jednorodzinne";"budowa zespo³u 6 budynków mieszkalnych jednorodzinnych w zabudowie wolno stoj¹cej";"nowe";"2015-06-25";"20853/15";"4527/15";"2015-08-26";2015;6;"2015-06-01";45;"2015_06";"Lato";17,0385376;51,1078852
"22372";2362;"";"";"Piêkna  58 ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u budynków wielorodzinnych";"nowe";"2015-07-03";"22032/15";"4528/15";"2015-08-26";2015;7;"2015-07-01";39;"2015_07";"Lato";17,0594715;51,0847319
"22373";2363;"";"";"£ososiowicka  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-06-29";"21157/15";"4529/15";"2015-08-26";2015;6;"2015-06-01";43;"2015_06";"Lato";16,883509;51,1762555
"22374";2364;"";"";"Benedyktyñska 4 ";"bud.o trzech i wiêcej mieszkaniach";"";"nowe";"2015-02-20";"5350/15";"4536/15";"2015-08-27";2015;2;"2015-02-01";135;"2015_02";"Zima";17,0514139;51,1156389
"22375";2365;"";"";"Wo³odyjowskiej Basi  ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2015-06-26";"21031/15";"4539/15";"2015-08-27";2015;6;"2015-06-01";45;"2015_06";"Lato";17,0385376;51,1078852
"22376";2366;"";"";"Porajowska  ";"bud.o dwóch mieszkaniach";"budowa zespo³u budynków jednorodzinnych";"nowe";"2015-02-06";"3692/15";"4540/15";"2015-08-27";2015;2;"2015-02-01";145;"2015_02";"Zima";17,0385376;51,1078852
"22377";2367;"";"";"Wyspiañskiego Stan.Wyb.  27 ";"bud.szkó³ i instytucji badawczych";"remont pomieszczeñ budynku politechniki";"remont";"2015-07-27";"24829/15";"4546/15";"2015-08-27";2015;7;"2015-07-01";24;"2015_07";"Lato";17,0385376;51,1078852
"22378";2368;"";"";"Pereca Icchaka Lejba Plac 4  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu dla lokalu mieszkalnego w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-07-17";"23696/15";"4547/15";"2015-08-27";2015;7;"2015-07-01";30;"2015_07";"Lato";17,006936;51,0992078
"22379";2369;"";"";"Pretficza Bernarda 8 ";"bud.o trzech i wiêcej mieszkaniach";"remont oraz przebudowa poddasza nieu¿ytkowego w budynku mieszkalnym wielorodzinnym";"przebudowa";"2015-07-10";"23039/15";"4553/15";"2015-08-27";2015;7;"2015-07-01";35;"2015_07";"Lato";17,0134338;51,0904148
"22380";2370;"";"";"Jesionowa 37A ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego z gara¿em podziemnym";"nowe";"2015-07-17";"23644/15";"4558/15";"2015-08-28";2015;7;"2015-07-01";31;"2015_07";"Lato";17,052485;51,087567
"22381";2371;"";"";"¯wirowa  73 ";"bud.przemys³owe";"przebudowa hali produkcyjnej zak³adu kemipol-nowa linia produkcyjna pax";"nowe";"2015-08-10";"26306/15";"4560/15";"2015-08-28";2015;8;"2015-08-01";15;"2015_08";"Lato";16,873147;51,1338919
"22382";2372;"";"";"Krotoszyñska  23  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2015-07-14";"23197/15";"4561/15";"2015-08-28";2015;7;"2015-07-01";34;"2015_07";"Lato";16,993871;51,139882
"22383";2373;"";"";"¯eromskiego Stefana  54 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2015-07-21";"24029/15";"4562/15";"2015-08-28";2015;7;"2015-07-01";29;"2015_07";"Lato";17,049228;51,1241353
"22384";2374;"";"";"Starogajowa  67 ";"bud.o dwóch mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2015-07-21";"24044/15";"4563/15";"2015-08-28";2015;7;"2015-07-01";29;"2015_07";"Lato";16,8947092;51,150576
"22385";2375;"";"";"Kwidzyñska 8 ";"";"budowa fundamentów pod urz¹dzenia odpylaj¹ce";"urz¹dzenie";"2015-07-21";"24147/15";"4564/15";"2015-08-28";2015;7;"2015-07-01";29;"2015_07";"Lato";17,1015832;51,1278469
"22386";2376;"";"";"  ";"ulice i drogi pozosta³e";"";"nowe";"2015-06-30";"21428/15";"4565/15";"2015-08-28";2015;6;"2015-06-01";44;"2015_06";"Lato";17,0385376;51,1078852
"22387";2377;"";"";"Prusa Boles³awa 7  ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-07-28";"24900/15";"4566/15";"2015-08-28";2015;7;"2015-07-01";24;"2015_07";"Lato";17,0466712;51,1195925
"22388";2378;"";"";"Olszewskiego Karola  81 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-06-25";"20821/15";"4567/15";"2015-08-28";2015;6;"2015-06-01";47;"2015_06";"Lato";17,1040708;51,1014116
"22389";2379;"";"";"Siemieñskiego Lucjana  13  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-07-17";"23707/15";"4568/15";"2015-08-28";2015;7;"2015-07-01";31;"2015_07";"Lato";17,0344415;51,1277575
"22390";2380;"";"";"Daszyñskiego Ignacego  55 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-07-14";"23234/15";"4571/15";"2015-08-28";2015;7;"2015-07-01";34;"2015_07";"Lato";17,0547396;51,1241054
"22391";2381;"";"";"Zegad³owicza Emila  29 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿  wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-06-23";"20391/15";"4572/15";"2015-08-28";2015;6;"2015-06-01";49;"2015_06";"Lato";17,0329819;51,1280985
"22392";2382;"";"";"Awicenny Ibn Siny  ";"linie elektroener.i telekom.rozdzielcz.";"budowa kontenerowej stacji transformatorowej,linii kablowych œr/n i n/n";"nowe";"2015-07-06";"22213/15";"4573/15";"2015-08-28";2015;7;"2015-07-01";40;"2015_07";"Lato";16,9527389;51,0876197
"22393";2383;"";"";"Kie³czowska  74 ";"bud.przemys³owe";"przebudowa hali nr 1 w centrum logistyczno-przemys³owym";"przebudowa";"2015-07-10";"22989/15";"4575/15";"2015-08-28";2015;7;"2015-07-01";36;"2015_07";"Lato";17,1412791;51,1458492
"22394";2384;"";"";"Platówny Franciszki  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa odcinka sieci wodociagowej";"nowe";"2015-07-31";"25416/15";"4581/15";"2015-08-31";2015;7;"2015-07-01";22;"2015_07";"Lato";17,0385376;51,1078852
"22395";2385;"";"";"Lewa 49A ";"bud.mieszkalne jednorodzinne";"przebudowa budynku mieszkalnego";"przebudowa";"2015-07-31";"25393/15";"4583/15";"2015-08-31";2015;7;"2015-07-01";22;"2015_07";"Lato";16,9216101;51,1432353
"22396";2386;"";"";"Z³otnicka  15 ";"bud.mieszkalne jednorodzinne";"monta¿ wewnetrznej instalacji gazu w budynku";"inst.wewnêtrzna";"2015-07-03";"21917/15";"4584/15";"2015-08-31";2015;7;"2015-07-01";42;"2015_07";"Lato";16,8865619;51,1412011
"22397";2387;"";"";"Prusa Boles³awa  15";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-07-31";"25343/15";"4585/15";"2015-08-31";2015;7;"2015-07-01";22;"2015_07";"Lato";17,048415;51,1196301
"22398";2388;"";"";"Koœciuszki Tadeusza 146 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-07-14";"23237/15";"4587/15";"2015-08-31";2015;7;"2015-07-01";35;"2015_07";"Lato";17,0488157;51,0994252
"22399";2389;"";"";"Ma³opolska 5 ";"bud.mieszkalne jednorodzinne";"umorzenie";"przebudowa";"2015-07-24";"24680/15";"4588/15";"2015-08-31";2015;7;"2015-07-01";27;"2015_07";"Lato";16,897686;51,1380399
"22400";2390;"";"";"¯yczliwa  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu u¿ytkowego na lokal gastronomiczny";"przebudowa";"2015-06-29";"21164/15";"4593/15";"2015-08-31";2015;6;"2015-06-01";46;"2015_06";"Lato";16,9887424;51,0670001
"22401";2391;"";"";"Dziwnowska 1 ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2015-07-02";"21754/15";"4598/15";"2015-08-31";2015;7;"2015-07-01";43;"2015_07";"Lato";16,9531089;51,123356
"22402";2392;"";"";"Orzeszkowej Elizy 80A ";"bud.szkó³ i instytucji badawczych";"rozbudowa niepublicznej szko³y podstawowej";"rozbudowa";"2015-07-21";"24098/15";"4599/15";"2015-08-31";2015;7;"2015-07-01";30;"2015_07";"Lato";17,0571566;51,1221296
"22403";2393;"";"";"Jednoœci Narodowej 172 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2015-07-09";"22638/15";"4601/15";"2015-08-31";2015;7;"2015-07-01";38;"2015_07";"Lato";17,0485869;51,126847
"22404";2394;"";"";"Grabiszyñska 105 ";"bud.szpitali i zak³.opieki medycznej";"wykonanie instalacji oœwietlenia awaryjnego ewakuacyjnego na korytarzach i klatkach schodowych w budynku g³ównym";"remont";"2015-07-20";"23967/15";"4602/15";"2015-08-31";2015;7;"2015-07-01";31;"2015_07";"Lato";17,005366;51,1014289
"22405";2395;"";"";"D¹browskiego Jana Henryka Gen.  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa zjazdu z drogi publicznej";"nowe";"2015-07-09";"22727/15";"4605/15";"2015-08-31";2015;7;"2015-07-01";38;"2015_07";"Lato";17,0418093;51,1008199
"22406";2396;"";"";"D¹bska Aleja  ";"obiekty in¿ynierii l¹dowej i wodnej pozosta³e";"zagospodarowanie terenu";"remont";"2015-08-11";"26531/15";"4606/15";"2015-08-31";2015;8;"2015-08-01";15;"2015_08";"Lato";17,0817232;51,1089598
"22407";2397;"";"";"Orzeszkowej Elizy  74 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2015-07-30";"25145/15";"4609/15";"2015-08-31";2015;7;"2015-07-01";23;"2015_07";"Lato";17,0559392;51,1222244
"22408";2398;"";"";"Sokolnicza  14 ";"bud.szpitali i zak³.opieki medycznej";"przebudowa budynku s³uzby zdrowia";"przebudowa";"2015-08-04";"25702/15";"4615/15";"2015-08-31";2015;8;"2015-08-01";20;"2015_08";"Lato";17,0192609;51,1110721
"22409";2399;"";"";"Leonarda Da Vinci  18 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2015-08-06";"26076/15";"4619/15";"2015-08-31";2015;8;"2015-08-01";18;"2015_08";"Lato";17,0774755;51,0681769
"22410";2400;"";"";"Moœcickiego Ignacego  49  ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-07-24";"24534/15";"4620/15";"2015-08-31";2015;7;"2015-07-01";27;"2015_07";"Lato";17,0953273;51,0513142
"22411";2401;"";"";"Kasprzaka Marcina  31 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazu oraz instalacji c.o.w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-08-14";"27055/15";"4621/15";"2015-08-31";2015;8;"2015-08-01";12;"2015_08";"Lato";17,0967248;51,1069283
"22412";2402;"";"";"Moœcickiego Ignacego  49  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-07-24";"24529/15";"4624/15";"2015-08-31";2015;7;"2015-07-01";27;"2015_07";"Lato";17,0953273;51,0513142
"22413";2403;"";"";"Chudoby Stanis³awa  11 ";"bud.o trzech i wiêcej mieszkaniach";"remont balkonów budynku mieszkalnego wielorodzinnego";"remont";"2015-07-15";"23408/15";"4625/15";"2015-08-31";2015;7;"2015-07-01";34;"2015_07";"Lato";17,0539256;51,0969642
"22414";2404;"";"";"Biskupa Nankiera Plac  14 ";"bud.o trzech i wiêcej mieszkaniach";"remont i przebudowa budynku mieszkalnego wielorodzinnego z lokalem us³ugowym";"remont";"2015-07-23";"24455/15";"4627/15";"2015-08-31";2015;7;"2015-07-01";28;"2015_07";"Lato";17,0391074;51,1121663
"22415";2405;"";"";"Hallera Józefa Gen. Aleja 77B ";"bud.handlowo-uslugowe";"umorzenie";"rozbudowa";"2015-06-03";"18143/15";"4628/15";"2015-09-01";2015;6;"2015-06-01";65;"2015_06";"Lato";16,999456;51,0900294
"22416";2406;"";"";"Steinhausa Hugona 6 ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2015-06-17";"19744/15";"4629/15";"2015-09-01";2015;6;"2015-06-01";55;"2015_06";"Lato";16,9760213;51,0737069
"22417";2407;"";"";"Grunwaldzka  34 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-08-07";"26273/15";"4639/15";"2015-09-01";2015;8;"2015-08-01";18;"2015_08";"Lato";17,0589435;51,1141474
"22418";2408;"";"";"Promieñ  27 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-07-27";"24686/15";"4640/15";"2015-09-01";2015;7;"2015-07-01";27;"2015_07";"Lato";17,102781;51,1053239
"22419";2409;"";"";"Orla  12 ";"bud.o trzech i wiêcej mieszkaniach";"wykonanie wewnêtrznej instalacji gazowej w lokalu u¿ytkowym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-08-12";"26631/15";"4641/15";"2015-09-01";2015;8;"2015-08-01";15;"2015_08";"Lato";17,0059182;51,0810371
"22420";2410;"";"";"Sienkiewicza Henryka 4  ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"zmiana spos.u¿ytk.";"2015-08-20";"27498/15";"4642/15";"2015-09-01";2015;8;"2015-08-01";9;"2015_08";"Lato";17,0427992;51,1172854
"22421";2411;"";"";"Lwowska  32 ";"bud.handlowo-uslugowe";"montaz wewnetrznej instalacji gazu w piekarni";"inst.wewnêtrzna";"2015-07-07";"22268/15";"4643/15";"2015-09-01";2015;7;"2015-07-01";41;"2015_07";"Lato";17,012216;51,0993129
"22422";2412;"";"";"Powstañców Œl¹skich Plac  12 ";"bud.szkó³ i instytucji badawczych";"wykonanie remontu w zakresie termomodernizacji budynku szko³y muzycznej";"remont";"2015-07-01";"21691/15";"4644/15";"2015-09-01";2015;7;"2015-07-01";45;"2015_07";"Lato";17,0178759;51,0894519
"22423";2413;"";"";"Benedykta Polaka  21 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-08-05";"25870/15";"4645/15";"2015-09-01";2015;8;"2015-08-01";20;"2015_08";"Lato";17,0558487;51,1121356
"22424";2414;"";"";"Œliwowa Aleja 61B ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-07-08";"22485/15";"4655/15";"2015-09-01";2015;7;"2015-07-01";40;"2015_07";"Lato";16,9390212;51,1555469
"22425";2415;"";"";"£ukasiñskiego Waleriana  18 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-07-23";"24446/15";"4657/15";"2015-09-01";2015;7;"2015-07-01";29;"2015_07";"Lato";17,0509733;51,1012612
"22426";2416;"";"";"¯eromskiego Stefana  16  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-06-18";"19762/15";"4658/15";"2015-09-01";2015;6;"2015-06-01";54;"2015_06";"Lato";17,0458487;51,1207634
"22427";2417;"";"";"Awicenny Ibn Siny  21 ";"bud.handlowo-uslugowe";"budowa budynku stacji obs³ugi samochodów poczty polskiej";"nowe";"2015-07-23";"24494/15";"4659/15";"2015-09-01";2015;7;"2015-07-01";29;"2015_07";"Lato";16,9502227;51,0920623
"22428";2418;"";"";"D¹bska Aleja  ";"bud.kultu religijnego i czynnoœci religijnych";"remont wnêtrza instalacji  elektrycznej";"remont";"2015-08-11";"26532/15";"4660/15";"2015-09-01";2015;8;"2015-08-01";16;"2015_08";"Lato";17,0817232;51,1089598
"22429";2419;"";"";"Dmowskiego Romana 17  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2015-06-30";"21422/15";"4661/15";"2015-09-01";2015;6;"2015-06-01";46;"2015_06";"Lato";17,0204951;51,1176663
"22430";2420;"";"";"Moœcickiego Ignacego  51  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2015-07-24";"24530/15";"4671/15";"2015-09-02";2015;7;"2015-07-01";29;"2015_07";"Lato";17,095852;51,0509589
"22431";2421;"";"";"Zwyciêska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2015-07-01";"21581/15";"4673/15";"2015-09-02";2015;7;"2015-07-01";46;"2015_07";"Lato";17,0056571;51,0596505
"22432";2422;"";"";"Reja Miko³aja  18 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"inst.wewnêtrzna";"2015-07-28";"24917/15";"4674/15";"2015-09-02";2015;7;"2015-07-01";27;"2015_07";"Lato";17,0575625;51,1151937
